Name,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925
Mercer,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,SIAA,None,None,None,None,None,None,SIAA,None,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,None,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA
Hampden-Sydney,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,EVIAA,EVIAA,EVIAA,None,EVIAA,EVIAA,EVIAA,EVIAA,EVIAA,EVIAA,None,None,None,None,None,None,None,None
Livingstone,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None
Maryville,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None
South Carolina,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
Georgia Tech,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,Ind,Ind,SIAA,SIAA,SIAA,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
Maryland,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,MIFA,None,MIFA,MIFA,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SAIAA,SAIAA,SAIAA,SAIAA,SAIAA,SoCon,SoCon,SoCon,SoCon
Saint Mary's,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,NCLAC
Utah State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,RMAC,RMAC,RMAC,RMAC,None,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC
Gonzaga,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,Ind,None,Ind,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,NWC,NWC
San Jose State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,NCJCC,NCJCC,NCJCC,NCJCC
Utah,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,None,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC
Duquesne,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,None,None,Ind,Ind,Ind,Ind,TSC,TSC
Carlisle,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None
Boston College,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Boston University,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind
New Hampshire,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,NELC,NELC,NELC
Maine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NELC,NELC,NELC
Beloit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,None,None,None,Ind,Ind,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MWC,MWC,MWC,MWC
Emporia State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Mount Union,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC
Drake,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC
Baldwin-Wallace,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,Ind,None,Ind,None,Ind,Ind,None,None,None,Ind,None,None,OAC,OAC,OAC,OAC,OAC,None,None,Ind,Ind,OAC,OAC
Emporia,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Texas,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SWIAA,SWIAA,None,Ind,Ind,Ind,Ind,Ind,TIAA,TIAA,TIAA,SWC,SWC,SWC,SWC,SWC/TIAA,SWC,SWC,SWC,SWC,SWC,SWC
Howard,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,None
Ole Miss,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
Guilford,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None
William & Mary,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,EVIAA,EVIAA,EVIAA,None,EVIAA,EVIAA,EVIAA,EVIAA,SAIAA/EVIAA,SAIAA/EVIAA,SAIAA,SAIAA,SAIAA,SAIAA,Ind,Ind,Ind,Ind
Tulane,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,SIAA,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,None,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
LSU,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,None,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
Wofford,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SIAA,SIAA,SIAA,SIAA,SIAA,None,SIAA,SIAA,None,SIAA,SIAA,SIAA
Pacific,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NWC,NWC,NWC
Wyoming,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,None,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC
Oregon State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,Ind,Ind,Ind,Ind,None,Ind,NWIAA,Ind,Ind,Ind,Ind,Ind,NWC,NWC,NWC,None,NWC,NWC,NWC,NWC,NWC/PAC-12,NWC/PAC-12,PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12
Idaho,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,NWC,NWC,NWC,None,NWC,NWC,NWC,NWC,NWC,NWC,None,NWC,NWC,NWC,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12
Lewis & Clark,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Western Oregon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Villanova,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Temple,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,Ind,Ind,Ind,Ind
Buffalo,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind
North Dakota State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,NCC,NCC,NCC,NCC
Rush,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Ohio,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC
Arkansas,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SWIAA,SWIAA,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SWC,SWC,SWC,SWC,SWC,SWC,SWC,SWC,SWC,SWC,SWC
Texas A&M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SWIAA,SWIAA,Ind,Ind,None,Ind,Ind,Ind,SIAA/TIAA,SIAA/TIAA,SIAA/TIAA,SWC,SWC,SWC,SWC,SWC/TIAA,SWC,SWC,SWC,SWC,SWC,SWC
Centenary,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LIAA,LIAA,LIAA,Ind,SIAA
Washington State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,NWIAA,Ind,Ind,Ind,Ind,Ind,NWC,NWC,NWC,None,NWC,NWC,NWC,NWC,NWC,NWC/PAC-12,Ind,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12
New Mexico State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Rhode Island,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,NELC,NELC,NELC
Carthage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC
UI Chicago,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,Ind,None,None,None,Ind,None,Ind,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
North Dakota,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,Ind,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NCC,NCC,NCC,NCC
Haskell,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Northern Iowa,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,ARC,ARC,ARC
Tulsa,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,Ind,Ind,None,Ind,Ind,None,None,OIC,None,None,OIC,OIC,None,OIC,None,OIC,OIC
Marshall,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,None,None,Ind,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,WVAC
Catholic,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,SAIAA,SAIAA,None,None,SAIAA,SAIAA,SAIAA,Ind,Ind,Ind,Ind
Oklahoma,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SWIAA,SWIAA,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SWC,SWC,SWC,SWC,SWC,MVC,MVC,MVC,MVC,MVC,MVC
Mississippi State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,SIAA,None,None,None,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
Occidental,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SCIAC,SCIAC,SCIAC,None,SCIAC,SCIAC,SCIAC,SCIAC,SCIAC,SCIAC,SCIAC
Rhodes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SIAA,SIAA,SIAA,SIAA,None,None,None,SIAA,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,Ind,None
Cumberland,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,None,None,SIAA,None,None,None,None,None,Ind,Ind,None,None,None,None,None,None,None,None,None
Connecticut,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NELC,NELC,NELC
Holy Cross,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Central Michigan,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Detroit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Kansas State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,KCAC,KCAC,None,KCAC,MVC/KCAC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC,MVC
Indiana State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,IIC,IIC,None
Clemson,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
TCU,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,SWIAA,SWIAA,Ind,Ind,Ind,None,None,None,TIAA,TIAA,TIAA,Ind,None,None,None,TIAA,None,TIAA,TIAA,SWC,SWC,SWC
Erskine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,SIAA,SIAA
Davidson,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SAIAA,SAIAA,SAIAA,SAIAA,SAIAA,SAIAA,Ind,Ind,Ind,Ind
Oregon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,NWIAA,Ind,Ind,Ind,Ind,Ind,NWC,NWC,NWC,None,None,NWC,NWC,NWC,NWC/PAC-12,NWC/PAC-12,PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12,NWC/PAC-12
Nevada,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,NCLAC
Michigan State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Wichita State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,KCAC,Ind,Ind,KCAC,Ind,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Lincoln,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,Ind,None,Ind,None,Ind,Ind,None,MVCBS,None,Ind,Ind,Ind,Ind,None,None,Ind,MVCBS,None,None,None,None,None,None
Montana,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,NWC,NWC,NWC,NWC,NWC,NWC/PAC-12,NWC/PAC-12
Montana State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,RMAC,None,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC,RMAC
